Current_Actual_UPB,Loan_Age,Current_Interest_Rate,Current_Non_Interest_Bearing_UPB,Estimated_LTV,Credit_Score,MSA,Original_DTI,Original_LTV,Original_Loan_Term,First_Time_Homebuyer_Flag_Y,Occupancy_Status_P,Occupancy_Status_S,Channel_C,Channel_R,Property_State_AL,Property_State_AR,Property_State_AZ,Property_State_CA,Property_State_CO,Property_State_CT,Property_State_DC,Property_State_DE,Property_State_FL,Property_State_GA,Property_State_GU,Property_State_HI,Property_State_IA,Property_State_ID,Property_State_IL,Property_State_IN,Property_State_KS,Property_State_KY,Property_State_LA,Property_State_MA,Property_State_MD,Property_State_ME,Property_State_MI,Property_State_MN,Property_State_MO,Property_State_MS,Property_State_MT,Property_State_NC,Property_State_ND,Property_State_NE,Property_State_NH,Property_State_NJ,Property_State_NM,Property_State_NV,Property_State_NY,Property_State_OH,Property_State_OK,Property_State_OR,Property_State_PA,Property_State_PR,Property_State_RI,Property_State_SC,Property_State_SD,Property_State_TN,Property_State_TX,Property_State_UT,Property_State_VA,Property_State_VI,Property_State_VT,Property_State_WA,Property_State_WI,Property_State_WV,Property_State_WY,Property_Type_CP,Property_Type_MH,Property_Type_PU,Property_Type_SF,Loan_Purpose_N,Loan_Purpose_P,"Seller_Name_CITIMORTGAGE, INC.","Seller_Name_CITIZENS BANK, NA","Seller_Name_CMG MORTGAGE, INC.","Seller_Name_CROSSCOUNTRY MORTGAGE, LLC",Seller_Name_FAIRWAY INDEPENDENT MORTGAGE CORPORATION,"Seller_Name_FLAGSTAR BANK, NATIONAL ASSOCIATION",Seller_Name_FREEDOM MORTGAGE CORPORATION,"Seller_Name_GUARANTEED RATE, INC.",Seller_Name_GUILD MORTGAGE COMPANY LLC,"Seller_Name_JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","Seller_Name_LAKEVIEW LOAN SERVICING, LLC","Seller_Name_LOANDEPOT.COM, LLC","Seller_Name_MOVEMENT MORTGAGE, LLC",Seller_Name_NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Seller_Name_NEWREZ LLC,Seller_Name_Other sellers,Seller_Name_PENNYMAC CORP.,"Seller_Name_PENNYMAC LOAN SERVICES, LLC",Seller_Name_PHH MORTGAGE CORPORATION,"Seller_Name_PLANET HOME LENDING, LLC","Seller_Name_ROCKET MORTGAGE, LLC",Seller_Name_TRUIST BANK,Seller_Name_U.S. BANK N.A.,Seller_Name_UNION HOME MORTGAGE CORPORATION,"Seller_Name_UNITED WHOLESALE MORTGAGE, LLC","Seller_Name_WELLS FARGO BANK, N.A.",Servicer_Name_ARVEST BANK,"Servicer_Name_CITIMORTGAGE, INC.","Servicer_Name_CITIZENS BANK, NA","Servicer_Name_CMG MORTGAGE, INC.","Servicer_Name_CROSSCOUNTRY MORTGAGE, LLC","Servicer_Name_FLAGSTAR BANK, NATIONAL ASSOCIATION",Servicer_Name_FREEDOM MORTGAGE CORPORATION,"Servicer_Name_GUARANTEED RATE, INC.",Servicer_Name_GUILD MORTGAGE COMPANY LLC,"Servicer_Name_JPMORGAN CHASE BANK, NATIONAL ASSOCIATION","Servicer_Name_LAKEVIEW LOAN SERVICING, LLC",Servicer_Name_NATIONSTAR MORTGAGE LLC DBA MR. COOPER,Servicer_Name_NEW RESIDENTIAL MORTGAGE LLC,Servicer_Name_NEXUS NOVA LLC,Servicer_Name_Other servicers,Servicer_Name_PENNYMAC CORP.,"Servicer_Name_PENNYMAC LOAN SERVICES, LLC",Servicer_Name_PHH MORTGAGE CORPORATION,"Servicer_Name_PLANET HOME LENDING, LLC","Servicer_Name_ROCKET MORTGAGE, LLC",Servicer_Name_TH MSR HOLDINGS LLC,Servicer_Name_TRUIST BANK,Servicer_Name_U.S. BANK N.A.,Servicer_Name_UNION HOME MORTGAGE CORPORATION,"Servicer_Name_UNITED WHOLESALE MORTGAGE, LLC","Servicer_Name_WELLS FARGO BANK, N.A.",Program_Indicator_F,Program_Indicator_H,Program_Indicator_R,MI_Cancellation_Indicator_N,MI_Cancellation_Indicator_Y,MI_Percentage_6,MI_Percentage_12,MI_Percentage_15,MI_Percentage_16,MI_Percentage_18,MI_Percentage_21,MI_Percentage_25,MI_Percentage_30,MI_Percentage_35,MI_Percentage_38,Number_of_Units_2,Number_of_Units_3,Number_of_Units_4,Property_Valuation_Method_2,Property_Valuation_Method_3,Property_Valuation_Method_4,Property_Valuation_Method_9,Number_of_Borrowers_2,Number_of_Borrowers_3,Number_of_Borrowers_4,Number_of_Borrowers_5
2.6142553311927514,-1.339610674012097,1.0378162882681825,-0.015785024068402067,-0.3362418367113091,0.203099274429657,-0.8816235050095266,-0.40453688246337816,-0.4109304648406716,0.2564706707375175,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.00796337891529902,-0.6018371612704357,-0.8509123126656593,-0.015785024068402067,-0.27656867566753374,0.1345974470780076,-0.5324035468740866,0.7871726104816062,0.21443843020045095,0.2564706707375175,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.7990465849503785,0.13593635147122554,1.2266891483615667,-0.015785024068402067,-0.28402782079800565,-0.03094863568847837,0.8271419151433249,0.8864817348936882,0.21443843020045095,0.2564706707375175,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3.581752274494939,1.6114833769545482,-0.09693185517287013,-0.015785024068402067,-0.25792081284135393,-0.0823250062022154,0.3262869751859177,1.1844091081299344,0.996149549001854,0.2564706707375175,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
-0.36761581071420285,-0.9707239176412663,1.4155620084549507,-0.015785024068402067,3.14344936665384,-0.03665712130111582,0.025888886197702143,0.38993611283327806,0.996149549001854,0.2564706707375175,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.8173518594054179,0.13593635147122554,-0.28429373238550676,-0.015785024068402067,-0.3884558526246125,-0.5675462832763984,-0.7581328948136062,0.29062698842119605,-1.1405275090553144,0.2564706707375175,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0.5121408261680046,0.6892664860274715,0.09345198780126161,-0.015785024068402067,-0.25792081284135393,-0.0024062076252911297,0.4825169564570356,0.38993611283327806,0.735579176068053,0.2564706707375175,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.7274317710371412,0.8737098642128869,-1.054895001566514,-0.015785024068402067,-0.43694029597267997,-0.13370137671595245,1.4015168462871406,-1.1990098777600344,-1.6095541803361564,-4.04528897179659,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.4218859248818063,0.13593635147122554,-0.09542087229212255,-0.015785024068402067,3.14344936665384,-0.16795229039177711,1.5238587066207734,0.4892452372453601,0.996149549001854,0.2564706707375175,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.2517734767804083,0.5048231078420562,-1.054895001566514,-0.015785024068402067,3.14344936665384,-0.10515894865276519,0.6515267799461033,0.7871726104816062,0.996149549001854,0.2564706707375175,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
